apellido1,apellido2,nivel,nombre,name
ZAYAS,PEREZ,1,MARIA,"ZAYAS PEREZ, MARIA"
MACIAS,ROMERO,1,FERNANDO,"MACIAS ROMERO, FERNANDO"
LOPEZ,TORIZ,1,MARIA,"LOPEZ TORIZ, MARIA"
ROMERO,CASTRO,3,ALDO,"ROMERO CASTRO, ALDO"
HERNANDEZ,COCOLETZI,1,HERIBERTO,"HERNANDEZ COCOLETZI, HERIBERTO"
HERNANDEZ,SANCHEZ,2,JAIME,"HERNANDEZ SANCHEZ, JAIME"
PORTILLO,MORENO,2,OSCAR,"PORTILLO MORENO, OSCAR"
DJORDJEVIC,sin apellido Materno,3,SLAVISA,"DJORDJEVIC sin apellido Materno, SLAVISA"
ARROYO,CARRASCO,2,MAXIMINO,"ARROYO CARRASCO, MAXIMINO"
MENDEZ,BERMUDEZ,2,JOSE,"MENDEZ BERMUDEZ, JOSE"
CORDERO,CID,1,LUZ,"CORDERO CID, LUZ"
CHIGO,ANOTA,2,ERNESTO,"CHIGO ANOTA, ERNESTO"
ESCALANTE,HERNANDEZ,2,ALBERTO,"ESCALANTE HERNANDEZ, ALBERTO"
FELIX,BELTRAN,1,OLGA,"FELIX BELTRAN, OLGA"
GONZALEZ,MELCHOR,2,MINERVA,"GONZALEZ MELCHOR, MINERVA"
MORENO,BARBOSA,1,EDUARDO,"MORENO BARBOSA, EDUARDO"
MENESES,FABIAN,2,CRUZ,"MENESES FABIAN, CRUZ"
DOSSETTI,ROMERO,1,VICTOR,"DOSSETTI ROMERO, VICTOR"
MENDEZ,BLAS,2,ANTONIO,"MENDEZ BLAS, ANTONIO"
ZEPEDA,CORTES,1,CLAUDIA,"ZEPEDA CORTES, CLAUDIA"
URIBE,ESTRADA,1,CECILIA,"URIBE ESTRADA, CECILIA"
CALIXTO,RODRIGUEZ,1,MA.,"CALIXTO RODRIGUEZ, MA."
MARTINEZ,HERNANDEZ,1,MARIO,"MARTINEZ HERNANDEZ, MARIO"
PORTILLO,SAMPEDRO,1,MERCEDES,"PORTILLO SAMPEDRO, MERCEDES"
HERRERA,CARRASCO,1,DAVID,"HERRERA CARRASCO, DAVID"
CRUZ,SUAREZ,1,HUGO,"CRUZ SUAREZ, HUGO"
BAUTISTA,RAMOS,1,CESAR,"BAUTISTA RAMOS, CESAR"
ZACA,MORAN,1,PLACIDO,"ZACA MORAN, PLACIDO"
RICARDO,CHAVEZ,1,JOSE,"RICARDO CHAVEZ, JOSE"
MARQUEZ,BELTRAN,1,CESAR,"MARQUEZ BELTRAN, CESAR"
SADURNI,HERNANDEZ,1,EMERSON,"SADURNI HERNANDEZ, EMERSON"
SANCHEZ,TEXIS,C,FERNANDO,"SANCHEZ TEXIS, FERNANDO"
DE LA PEÑA,SEAMAN,1,OMAR,"DE LA PEÑA SEAMAN, OMAR"
CARBALLIDO,CARRANZA,1,JOSE,"CARBALLIDO CARRANZA, JOSE"
MARTINEZ,VARA,1,PATRICIA,"MARTINEZ VARA, PATRICIA"
HERNANDEZ,PEREZ,2,JULIO,"HERNANDEZ PEREZ, JULIO"
GONZALEZ,RONQUILLO,1,ANA,"GONZALEZ RONQUILLO, ANA"
GUILLEN,GALVAN,1,CARLOS,"GUILLEN GALVAN, CARLOS"
ESCOBEDO,MORALES,2,ALEJANDRO,"ESCOBEDO MORALES, ALEJANDRO"
BERNABE,LORANCA,1,MARIA,"BERNABE LORANCA, MARIA"
REYES,CERVANTES,1,HORTENSIA,"REYES CERVANTES, HORTENSIA"
CASTRO,SANCHEZ,1,MARIA,"CASTRO SANCHEZ, MARIA"
PEDRAZA,MORALES,1,MARIA,"PEDRAZA MORALES, MARIA"
PAL,sin apellido Materno,1,MOU,"PAL sin apellido Materno, MOU"
SOLANO,ALTAMIRANO,1,JUAN,"SOLANO ALTAMIRANO, JUAN"
VAZQUEZ,GUEVARA,1,VICTOR,"VAZQUEZ GUEVARA, VICTOR"
TOLEDO,SOLANO,1,MILLER,"TOLEDO SOLANO, MILLER"
MARTINEZ,RUIZ,1,IVAN,"MARTINEZ RUIZ, IVAN"
PACHECO,VAZQUEZ,1,FELIPE,"PACHECO VAZQUEZ, FELIPE"
TEJEDA,MUÑOZ,1,GUILLERMO,"TEJEDA MUÑOZ, GUILLERMO"
HONORATO,MENDEZ,1,CARLOS,"HONORATO MENDEZ, CARLOS"
DERIABINA,sin apellido Materno,1,ALEXANDRA,"DERIABINA sin apellido Materno, ALEXANDRA"
QUIROGA,GONZALEZ,1,ENRIQUE,"QUIROGA GONZALEZ, ENRIQUE"
VELAZQUEZ,QUESADA,1,MERCEDES,"VELAZQUEZ QUESADA, MERCEDES"
PEREZ,GUTIERREZ,1,ENRIQUE,"PEREZ GUTIERREZ, ENRIQUE"
MEZA,ESPINOZA,1,LUIS,"MEZA ESPINOZA, LUIS"
DE CELIS,ALONSO,1,BENITO,"DE CELIS ALONSO, BENITO"
MORALES,SANCHEZ,1,MARCO,"MORALES SANCHEZ, MARCO"
GARCIA,TORAL,1,DOLORES,"GARCIA TORAL, DOLORES"
TORRES,GONZALEZ,1,JUAN,"TORRES GONZALEZ, JUAN"
DIAZ,DE ANDA,1,ALFREDO,"DIAZ DE ANDA, ALFREDO"
NIETO,CABALLERO,1,FABIOLA,"NIETO CABALLERO, FABIOLA"
JUAREZ,DIAZ,1,GABRIEL,"JUAREZ DIAZ, GABRIEL"
VALDES,AMARO,C,DANIEL,"VALDES AMARO, DANIEL"
KANTUN,MONTIEL,1,GABRIEL,"KANTUN MONTIEL, GABRIEL"
DE ANDA,REYES,C,MARIA,"DE ANDA REYES, MARIA"
GERVACIO,ARCINIEGA,1,JOSE,"GERVACIO ARCINIEGA, JOSE"
VILLANUEVA,CAB,1,JULIO,"VILLANUEVA CAB, JULIO"
PALOMINO,JIMENEZ,C,CARLOS,"PALOMINO JIMENEZ, CARLOS"
NOVALES,SANCHEZ,1,HECTOR,"NOVALES SANCHEZ, HECTOR"
RODRIGUEZ,CAHUANTZI,1,MARIO,"RODRIGUEZ CAHUANTZI, MARIO"
GONZALEZ,CANALES,1,FELIX,"GONZALEZ CANALES, FELIX"
QUINTERO,TELLEZ,C,MA.,"QUINTERO TELLEZ, MA."
DIAZ,FURLONG,C,ALFONSO,"DIAZ FURLONG, ALFONSO"
BAUTISTA,GUZMAN,1,IRAIS,"BAUTISTA GUZMAN, IRAIS"
SALAZAR,KURI,1,ULISES,"SALAZAR KURI, ULISES"
TORRES,HERRERA,1,EDUARDO,"TORRES HERRERA, EDUARDO"
VARELA,CARLOS,C,ENRIQUE,"VARELA CARLOS, ENRIQUE"
MENDOZA,MENDEZ,C,PATRICIA,"MENDOZA MENDEZ, PATRICIA"
COYOPOL,SOLIS,1,ANTONIO,"COYOPOL SOLIS, ANTONIO"
VAZQUEZ,BAEZ,C,VICTOR,"VAZQUEZ BAEZ, VICTOR"
GARCIA,RAMIREZ,1,EMMA,"GARCIA RAMIREZ, EMMA"
PADILLA,MARTINEZ,1,JUAN,"PADILLA MARTINEZ, JUAN"
BONILLA,CAPILLA,C,BEATRIZ,"BONILLA CAPILLA, BEATRIZ"
PONCE,LANCHO,C,EPIFANIO,"PONCE LANCHO, EPIFANIO"
VIVALDO,DE LA CRUZ,C,ISRAEL,"VIVALDO DE LA CRUZ, ISRAEL"
CONDE,MONES,C,JOSE,"CONDE MONES, JOSE"
RICKENSTORFF,PARRAO,1,CAROLINA,"RICKENSTORFF PARRAO, CAROLINA"
CEJUDO,CASTILLA,C,CESAR,"CEJUDO CASTILLA, CESAR"
LAZCANO,ORTIZ,1,ZORAYDA,"LAZCANO ORTIZ, ZORAYDA"
MEZA,ROCHA,1,ABRAHAM,"MEZA ROCHA, ABRAHAM"
DILIEGROS,GODINES,C,CAROLINA,"DILIEGROS GODINES, CAROLINA"
FLORES,RUIZ,1,FRANCISCO,"FLORES RUIZ, FRANCISCO"
ANZO,HERNANDEZ,C,ANDRES,"ANZO HERNANDEZ, ANDRES"
CHACON,TIRADO,C,MAURICIO,"CHACON TIRADO, MAURICIO"
SANCHEZ,MIRANDA,C,MANUEL,"SANCHEZ MIRANDA, MANUEL"
SOTO,BAJO,1,MOISES,"SOTO BAJO, MOISES"
TORREALBA,MELENDEZ,C,RICHARD,"TORREALBA MELENDEZ, RICHARD"
AVILEZ,LOPEZ,C,ANA,"AVILEZ LOPEZ, ANA"
JIMENEZ,XOCHIMITL,C,SANDRA,"JIMENEZ XOCHIMITL, SANDRA"
DOMINGUEZ,LOPEZ,C,CLAUDIA,"DOMINGUEZ LOPEZ, CLAUDIA"
VILCHIS,MONTALVO,C,IVAN,"VILCHIS MONTALVO, IVAN"
VELAZQUEZ,CASTRO,1,JORGE,"VELAZQUEZ CASTRO, JORGE"
CORTES,SANTIAGO,C,AVELINO,"CORTES SANTIAGO, AVELINO"
YEPEZ,QUECHOTL,C,LEONARDO,"YEPEZ QUECHOTL, LEONARDO"
FELIPE,SOSA,C,RAUL,"FELIPE SOSA, RAUL"
CELARDO,sin apellido Materno,1,GIUSEPPE,"CELARDO sin apellido Materno, GIUSEPPE"
MARTINEZ,ARGUELLO,C,ANGEL,"MARTINEZ ARGUELLO, ANGEL"
CORONA,MORALES,C,GREGORIA,"CORONA MORALES, GREGORIA"
LOPEZ,SALAZAR,C,PRIMAVERA,"LOPEZ SALAZAR, PRIMAVERA"
DORRA,ZECH,3,HUMBERTO,"DORRA ZECH, HUMBERTO"
GAMBOA,OJEDA,2,VICTORIA,"GAMBOA OJEDA, VICTORIA"
CONTRERAS,Y CRUZ,1,CARLOS,"CONTRERAS Y CRUZ, CARLOS"
HUERTA,JARAMILLO,1,ANA,"HUERTA JARAMILLO, ANA"
AGUIRRE,ANAYA,1,MARIA,"AGUIRRE ANAYA, MARIA"
ESTRADA,URROZ,1,ROSALINA,"ESTRADA URROZ, ROSALINA"
MONTES,MIRO,2,ROSA,"MONTES MIRO, ROSA"
TECUANHUEY,SANDOVAL,1,ALICIA,"TECUANHUEY SANDOVAL, ALICIA"
RUIZ MORENO,COISSON,2,LUISA,"RUIZ MORENO COISSON, LUISA"
MENDEZ,SAINZ,3,ELOY,"MENDEZ SAINZ, ELOY"
MRAZ,SIKES,3,JOHN,"MRAZ SIKES, JOHN"
GUTIERREZ,ESTUPIÑAN,1,RAQUEL,"GUTIERREZ ESTUPIÑAN, RAQUEL"
SALAMANCA,MONTES,1,JUAN,"SALAMANCA MONTES, JUAN"
FILINICH,sin apellido Materno,2,MARIA,"FILINICH sin apellido Materno, MARIA"
LORETO,LOPEZ,2,ROSALVA,"LORETO LOPEZ, ROSALVA"
CERVANTES,BELLO,1,FRANCISCO,"CERVANTES BELLO, FRANCISCO"
TIRADO,VILLEGAS,2,GLORIA,"TIRADO VILLEGAS, GLORIA"
ILLADES,AGUIAR,2,LILIAN,"ILLADES AGUIAR, LILIAN"
CUENYA,MATEOS,2,MIGUEL,"CUENYA MATEOS, MIGUEL"
MONTERO,PANTOJA,2,CARLOS,"MONTERO PANTOJA, CARLOS"
SANTANDER,IRACHETA,1,JESUS,"SANTANDER IRACHETA, JESUS"
MILIAN,Y AVILA,1,GUADALUPE,"MILIAN Y AVILA, GUADALUPE"
CABRERA,BECERRA,2,VIRGINIA,"CABRERA BECERRA, VIRGINIA"
MORALES,MORENO,1,HUMBERTO,"MORALES MORENO, HUMBERTO"
QUINTANAR,ROJAS,2,LUIS,"QUINTANAR ROJAS, LUIS"
ARROYO,GARCIA,1,ISRAEL,"ARROYO GARCIA, ISRAEL"
SLISKO,IGNJATOV,2,JOSIP,"SLISKO IGNJATOV, JOSIP"
GALI,BOADELLA,3,MONTSERRAT,"GALI BOADELLA, MONTSERRAT"
DE VRIES,MEIJER,2,WIETSE,"DE VRIES MEIJER, WIETSE"
CARRASCO,ALTAMIRANO,1,ALMA,"CARRASCO ALTAMIRANO, ALMA"
CONTRERAS,TOLEDO,1,VICTOR,"CONTRERAS TOLEDO, VICTOR"
GREATHOUSE,AMADOR,1,LOUISE,"GREATHOUSE AMADOR, LOUISE"
RIVAS,LOPEZ,2,VICTOR,"RIVAS LOPEZ, VICTOR"
PEREZ,SILLER,1,JAVIER,"PEREZ SILLER, JAVIER"
FAGETTI,SPEDICATO,2,ANTONELLA,"FAGETTI SPEDICATO, ANTONELLA"
CARRILLO,CANAN,3,ALBERTO,"CARRILLO CANAN, ALBERTO"
LARA,MUÑOZ,1,MARIA,"LARA MUÑOZ, MARIA"
FERNANDEZ,PEREZ,2,JORGE,"FERNANDEZ PEREZ, JORGE"
D AUBETERRE,BUZNEGO,2,MARIA,"D AUBETERRE BUZNEGO, MARIA"
FABELO,CORZO,2,JOSE,"FABELO CORZO, JOSE"
GOMEZ,CARPINTEIRO,2,FRANCISCO,"GOMEZ CARPINTEIRO, FRANCISCO"
SOLOVIEVA,sin apellido Materno,1,YULIA,"SOLOVIEVA sin apellido Materno, YULIA"
AGUILAR,OCHOA,2,JOSE,"AGUILAR OCHOA, JOSE"
PALMA,CASTRO,2,ALEJANDRO,"PALMA CASTRO, ALEJANDRO"
VENTURA,RODRIGUEZ,1,MARIA,"VENTURA RODRIGUEZ, MARIA"
XOLOCOTZI,YAÑEZ,3,ANGEL,"XOLOCOTZI YAÑEZ, ANGEL"
VERA,CHAPARRO,2,LUIS,"VERA CHAPARRO, LUIS"
MARQUEZ,CARRILLO,1,JESUS,"MARQUEZ CARRILLO, JESUS"
LOPEZ,CUENCA,1,ALBERTO,"LOPEZ CUENCA, ALBERTO"
FERNANDEZ,CRISPIN,1,ANTONIO,"FERNANDEZ CRISPIN, ANTONIO"
VILLAVICENCIO,ROJAS,1,JOSUE,"VILLAVICENCIO ROJAS, JOSUE"
LICONA,VALENCIA,1,ERNESTO,"LICONA VALENCIA, ERNESTO"
CARRILLO,PADILLA,1,ANA,"CARRILLO PADILLA, ANA"
JIMAREZ,CARO,1,LUZ,"JIMAREZ CARO, LUZ"
RAMIREZ,SANTACRUZ,2,FRANCISCO,"RAMIREZ SANTACRUZ, FRANCISCO"
HERNANDEZ,REBOLLAR,1,LIDIA,"HERNANDEZ REBOLLAR, LIDIA"
CAMPOS,BENITEZ,1,JUAN,"CAMPOS BENITEZ, JUAN"
LANDEROS,OLVERA,1,ERICK,"LANDEROS OLVERA, ERICK"
RAMIREZ,OLIVARES,1,ALICIA,"RAMIREZ OLIVARES, ALICIA"
RIVERMAR,PEREZ,1,MARIA,"RIVERMAR PEREZ, MARIA"
GAMEZ,ESPINOSA,2,MARIA,"GAMEZ ESPINOSA, MARIA"
GIBU,SHIMABUKURO,2,RICARDO,"GIBU SHIMABUKURO, RICARDO"
LIST,REYES,2,MAURICIO,"LIST REYES, MAURICIO"
CALDERON,HERNANDEZ,1,MARIO,"CALDERON HERNANDEZ, MARIO"
FLORES,LUCERO,1,MARIA,"FLORES LUCERO, MARIA"
JIMENEZ,MEDINA,1,LUIS,"JIMENEZ MEDINA, LUIS"
FRAILE,MARTIN,1,MARIA,"FRAILE MARTIN, MARIA"
PINTO,AVENDAÑO,1,DAVID,"PINTO AVENDAÑO, DAVID"
GONZALEZ,CALLEROS,1,JUAN,"GONZALEZ CALLEROS, JUAN"
MARTINEZ,BUENABAD,1,ELIZABETH,"MARTINEZ BUENABAD, ELIZABETH"
SOLIS,ZEPEDA,1,MARIA,"SOLIS ZEPEDA, MARIA"
GARCIA,AGUILAR,1,MARIA,"GARCIA AGUILAR, MARIA"
FLORES,SALGADO,1,ELIZABETH,"FLORES SALGADO, ELIZABETH"
CAMPOS,RODRIGUEZ,1,LILIA,"CAMPOS RODRIGUEZ, LILIA"
BORISLOVA,sin apellido Materno,C,NADEZHDA,"BORISLOVA sin apellido Materno, NADEZHDA"
TAPIA,CARLIN,1,REBECA,"TAPIA CARLIN, REBECA"
GUERRERO,GARCIA,1,JOSEFINA,"GUERRERO GARCIA, JOSEFINA"
RAMIREZ,RODRIGUEZ,1,ROSALBA,"RAMIREZ RODRIGUEZ, ROSALBA"
RIVERA,GOMEZ,1,ELVA,"RIVERA GOMEZ, ELVA"
LOPEZ,ANGEL,1,GUSTAVO,"LOPEZ ANGEL, GUSTAVO"
GARCIA,AGUILAR,C,GREGORIO,"GARCIA AGUILAR, GREGORIO"
AGUIRRE,MORENO,1,ARTURO,"AGUIRRE MORENO, ARTURO"
MENDEZ,BALBUENA,1,IGNACIO,"MENDEZ BALBUENA, IGNACIO"
GARCIA,LOPEZ,C,ISAURA,"GARCIA LOPEZ, ISAURA"
CALDERON,FARFAN,C,ALI,"CALDERON FARFAN, ALI"
MARTINEZ,GOMEZ,1,LUIS,"MARTINEZ GOMEZ, LUIS"
PELAYO,GONZALEZ,C,HECTOR,"PELAYO GONZALEZ, HECTOR"
VILLASEÑOR,PALMA,1,KARLA,"VILLASEÑOR PALMA, KARLA"
GOMEZ,BONILLA,1,ROSENDO,"GOMEZ BONILLA, ROSENDO"
RAMIREZ,LAMBARRY,C,ALEJANDRO,"RAMIREZ LAMBARRY, ALEJANDRO"
BONILLA,SANCHEZ,1,MARIA,"BONILLA SANCHEZ, MARIA"
HERRERA,FERIA,1,MARIA,"HERRERA FERIA, MARIA"
JIMENEZ,MARCE,1,ROGELIO,"JIMENEZ MARCE, ROGELIO"
BARAJAS,ARROYO,1,GUADALUPE,"BARAJAS ARROYO, GUADALUPE"
DEANCE,BRAVO Y TRONCOSO,C,IVAN,"DEANCE BRAVO Y TRONCOSO, IVAN"
ISMAEL,SIMENTAL,C,MARIA,"ISMAEL SIMENTAL, MARIA"
LOPEZ,VARGAS,1,LILIA,"LOPEZ VARGAS, LILIA"
ROJAS,SOLIS,1,JOSE,"ROJAS SOLIS, JOSE"
NAVARRO,RANGEL,1,YADIRA,"NAVARRO RANGEL, YADIRA"
DESPAGNE,BROXNER,C,COLETTE,"DESPAGNE BROXNER, COLETTE"
CABRERA,HERNANDEZ,1,DULCE,"CABRERA HERNANDEZ, DULCE"
VILARIÑO,AYALA,1,DARNES,"VILARIÑO AYALA, DARNES"
ALARCON,Y PEREZ,1,LILIA,"ALARCON Y PEREZ, LILIA"
MARTINEZ,VELAZQUEZ,C,EDUARDO,"MARTINEZ VELAZQUEZ, EDUARDO"
ROSAS,SALAS,1,SERGIO,"ROSAS SALAS, SERGIO"
JUAREZ,EUGENIO,C,MARIA,"JUAREZ EUGENIO, MARIA"
VILLALOBOS,SAMPAYO,1,LETICIA,"VILLALOBOS SAMPAYO, LETICIA"
RAMIREZ,REYES,1,NEPTALI,"RAMIREZ REYES, NEPTALI"
TOVAR,VIDAL,1,MIREYA,"TOVAR VIDAL, MIREYA"
GUTIERREZ,MUELLER,C,BEATRIZ,"GUTIERREZ MUELLER, BEATRIZ"
FUENTES,PONCE,1,ADRIANA,"FUENTES PONCE, ADRIANA"
VILLARREAL,RODRIGUEZ,1,JAIME,"VILLARREAL RODRIGUEZ, JAIME"
RODRIGUEZ,ORTIZ,1,GUILLERMO,"RODRIGUEZ ORTIZ, GUILLERMO"
WITTEN,sin apellido Materno,1,MICHAEL,"WITTEN sin apellido Materno, MICHAEL"
FLORES,MEDRANO,C,ERIC,"FLORES MEDRANO, ERIC"
JACINTO,MONTES,C,LIZETTE,"JACINTO MONTES, LIZETTE"
CAMPOS,RICO,C,IVONNE,"CAMPOS RICO, IVONNE"
MEGCHUN,RIVERA,C,RODRIGO,"MEGCHUN RIVERA, RODRIGO"
HUESCA,RAMON,C,FERNANDO,"HUESCA RAMON, FERNANDO"
ROMERO,CONTRERAS,C,ARTURO,"ROMERO CONTRERAS, ARTURO"
LOPEZ,ROMERO,1,AGUSTIN,"LOPEZ ROMERO, AGUSTIN"
RAMIREZ APUD,LOPEZ,C,ZAIRA,"RAMIREZ APUD LOPEZ, ZAIRA"
GAMBOA,LOPEZ,C,LYDIA,"GAMBOA LOPEZ, LYDIA"
MENDEZ,TAPIA,1,JOSE,"MENDEZ TAPIA, JOSE"
FRAGOSO,LUZURIAGA,C,ROCIO,"FRAGOSO LUZURIAGA, ROCIO"
MORANDIN,AHUERMA,C,FABIO,"MORANDIN AHUERMA, FABIO"
DE LA LUZ,LANZAGORTA,C,MARIA,"DE LA LUZ LANZAGORTA, MARIA"
GOMEZ,GARCIA,C,LIDIA,"GOMEZ GARCIA, LIDIA"
DOMINGUEZ,CUANALO,C,DELIA,"DOMINGUEZ CUANALO, DELIA"
GOMEZ,BAROJAS,1,ESTELA,"GOMEZ BAROJAS, ESTELA"
ELIZALDE,GONZALEZ,3,MARIA,"ELIZALDE GONZALEZ, MARIA"
CARRILLO,LOPEZ,1,JESUS,"CARRILLO LOPEZ, JESUS"
CHAVEZ,RAMIREZ,1,FERNANDO,"CHAVEZ RAMIREZ, FERNANDO"
CORDERO,DAVILA,3,ALBERTO,"CORDERO DAVILA, ALBERTO"
HERNANDEZ,DE LA LUZ,1,JOSE,"HERNANDEZ DE LA LUZ, JOSE"
REYES,CORTES,2,JOSE,"REYES CORTES, JOSE"
TEUTLI,LEON,1,MARIA,"TEUTLI LEON, MARIA"
MARTINEZ,JUAREZ,2,JAVIER,"MARTINEZ JUAREZ, JAVIER"
FLORES,MENA,1,JOSE,"FLORES MENA, JOSE"
SANCHEZ,MORA,1,ENRIQUE,"SANCHEZ MORA, ENRIQUE"
PERCINO,ZACARIAS,1,MARIA,"PERCINO ZACARIAS, MARIA"
ROBLEDO,SANCHEZ,2,CARLOS,"ROBLEDO SANCHEZ, CARLOS"
HERNANDEZ,ESPINOSA,1,JOSE,"HERNANDEZ ESPINOSA, JOSE"
ALEXANDROV,KUTEINIKOVA,2,VLADIMIR,"ALEXANDROV KUTEINIKOVA, VLADIMIR"
JUAREZ,SANTIESTEBAN,1,HECTOR,"JUAREZ SANTIESTEBAN, HECTOR"
FETTER,sin apellido Materno,2,GEOLAR,"FETTER sin apellido Materno, GEOLAR"
RAMIREZ,SOLIS,1,BLANCA,"RAMIREZ SOLIS, BLANCA"
ZEMLIAK,sin apellido Materno,1,ALEXANDRE,"ZEMLIAK sin apellido Materno, ALEXANDRE"
CORRO,HERNANDEZ,2,MARIA,"CORRO HERNANDEZ, MARIA"
ROSENDO,ANDRES,2,ENRIQUE,"ROSENDO ANDRES, ENRIQUE"
GOMEZ,PAVON,1,LUZ,"GOMEZ PAVON, LUZ"
LUIS,RAMOS,1,ARNULFO,"LUIS RAMOS, ARNULFO"
PELAEZ,CID,1,ALEJANDRA,"PELAEZ CID, ALEJANDRA"
CASTILLO,MIXCOATL,1,JUAN,"CASTILLO MIXCOATL, JUAN"
MUÑOZ,AGUIRRE,1,SEVERINO,"MUÑOZ AGUIRRE, SEVERINO"
AGUILAR,SANCHEZ,1,ROCIO,"AGUILAR SANCHEZ, ROCIO"
GARCIA,SALGADO,2,GODOFREDO,"GARCIA SALGADO, GODOFREDO"
RUBIO,ROSAS,2,EFRAIN,"RUBIO ROSAS, EFRAIN"
PEREZ,DIAZ,1,LYDIA,"PEREZ DIAZ, LYDIA"
BAUTISTA,HERNANDEZ,1,ALEJANDRO,"BAUTISTA HERNANDEZ, ALEJANDRO"
LUNA,LOPEZ,1,JOSE,"LUNA LOPEZ, JOSE"
OLIVARES,XOMETL,2,CRESCENCIO,"OLIVARES XOMETL, CRESCENCIO"
REYNOSO,LARA,1,EDMUNDO,"REYNOSO LARA, EDMUNDO"
RIVERA,MARQUEZ,1,JOSE,"RIVERA MARQUEZ, JOSE"
RUIZ,LOPEZ,2,IRVING,"RUIZ LOPEZ, IRVING"
AMBROSIO,LAZARO,2,ROBERO,"AMBROSIO LAZARO, ROBERO"
SANCHEZ,CANTU,1,MANUEL,"SANCHEZ CANTU, MANUEL"
SALAZAR,VILLANUEVA,1,MARTIN,"SALAZAR VILLANUEVA, MARTIN"
TEPALE,OCHOA,1,NANCY,"TEPALE OCHOA, NANCY"
MINO,AGUILAR,1,GERARDO,"MINO AGUILAR, GERARDO"
HERNANDEZ,ALDANA,1,FERNANDO,"HERNANDEZ ALDANA, FERNANDO"
BANUELOS,ROMERO,1,FORTINO,"BANUELOS ROMERO, FORTINO"
PEREZ,CRUZ,1,MARIA,"PEREZ CRUZ, MARIA"
SORIANO,MORO,1,JESUS,"SORIANO MORO, JESUS"
GONZALEZ,CORONEL,1,VALERIA,"GONZALEZ CORONEL, VALERIA"
GUERRERO,CASTELLANOS,1,JOSE,"GUERRERO CASTELLANOS, JOSE"
CANDIA,GARCIA,C,FILIBERTO,"CANDIA GARCIA, FILIBERTO"
GUERRERO,SANCHEZ,1,WUIYEVALDO,"GUERRERO SANCHEZ, WUIYEVALDO"
RODRIGUEZ,MORA,C,JOSE,"RODRIGUEZ MORA, JOSE"
PACIO,CASTILLO,1,MAURICIO,"PACIO CASTILLO, MAURICIO"
MUÑOZ,PACHECO,1,JESUS,"MUÑOZ PACHECO, JESUS"
MONFIL,LEYVA,1,KARIM,"MONFIL LEYVA, KARIM"
GONZALEZ,FUENTES,1,MIGUEL,"GONZALEZ FUENTES, MIGUEL"
GONZALEZ,DIAZ,1,VICTOR,"GONZALEZ DIAZ, VICTOR"
ALVARADO,PULIDO,1,JOSE,"ALVARADO PULIDO, JOSE"
PEREZ,SANCHEZ,1,GERARDO,"PEREZ SANCHEZ, GERARDO"
GARCIA,DIAZ,1,LIDIA,"GARCIA DIAZ, LIDIA"
MENDEZ,ALBORES,1,ALIA,"MENDEZ ALBORES, ALIA"
MONTES,PEREZ,1,ARELI,"MONTES PEREZ, ARELI"
SANCHEZ,GASPARIANO,1,LUIS,"SANCHEZ GASPARIANO, LUIS"
MENDEZ,ALBORES,1,ERIKA,"MENDEZ ALBORES, ERIKA"
RUIZ,PERALTA,C,MARIA,"RUIZ PERALTA, MARIA"
MORALES,RUIZ,1,CRISOFORO,"MORALES RUIZ, CRISOFORO"
VARELA,CASELIS,1,JENARO,"VARELA CASELIS, JENARO"
ROMANO,TRUJILLO,1,ROMAN,"ROMANO TRUJILLO, ROMAN"
AGUSTIN,SERRANO,1,RICARDO,"AGUSTIN SERRANO, RICARDO"
BRAVO,GARCIA,1,YOLANDA,"BRAVO GARCIA, YOLANDA"
DOMINGUEZ,JIMENEZ,1,MIGUEL,"DOMINGUEZ JIMENEZ, MIGUEL"
VASQUEZ,AGUSTIN,1,MARCO,"VASQUEZ AGUSTIN, MARCO"
FLORES,MENDEZ,C,JAVIER,"FLORES MENDEZ, JAVIER"
RAMOS,CASSELLIS,1,MARIA,"RAMOS CASSELLIS, MARIA"
HERNANDEZ,GRACIDAS,C,CARLOS,"HERNANDEZ GRACIDAS, CARLOS"
PACHECO,AGUIRRE,C,FRANCISCO,"PACHECO AGUIRRE, FRANCISCO"
KRISHNAN,sin apellido Materno,1,SIVA,"KRISHNAN sin apellido Materno, SIVA"
CHE,GALICIA,1,GAMALIEL,"CHE GALICIA, GAMALIEL"
CAMPOS REALES,PINEDA,C,ALBERTO,"CAMPOS REALES PINEDA, ALBERTO"
IBARRA,HERNANDEZ,C,WILFREDO,"IBARRA HERNANDEZ, WILFREDO"
ARELLANES,LOZADA,1,PAULINA,"ARELLANES LOZADA, PAULINA"
ALVARADO,GARCIA,C,JOSE,"ALVARADO GARCIA, JOSE"
LUNA,FLORES,C,ADAN,"LUNA FLORES, ADAN"
SOTO,EGUIBAR,3,ENRIQUE,"SOTO EGUIBAR, ENRIQUE"
GARCIA,CARRASCO,3,MARIO,"GARCIA CARRASCO, MARIO"
VEGA,Y SAENZ DE MIERA,2,MARIA,"VEGA Y SAENZ DE MIERA, MARIA"
SALINAS,STEFANON,1,EDUARDO,"SALINAS STEFANON, EDUARDO"
FLORES,HERNANDEZ,1,JORGE,"FLORES HERNANDEZ, JORGE"
FLORES,ALVAREZ,3,GONZALO,"FLORES ALVAREZ, GONZALO"
GOMEZ,VILLALOBOS,1,MA.,"GOMEZ VILLALOBOS, MA."
